9742,51888,42572;
9742,48376,41682;
9742,52942,51706;
9742,54636,59490;
9742,43806,40118;
9742,43264,36492;
9742,55800,41682;
9742,49510,48440;
9742,57910,40452;
9742,35538,44098;
9742,56630,48614;
9742,44458,46726;
9742,25758,60156;
9742,37416,44030;
9742,59446,38540;
9742,51988,29946;
9742,40912,52428;
9742,52078,42976;
9742,49638,46328;
9742,37310,52368;
9742,31522,56054;
9742,45988,41586;
9742,42054,43784;
9742,55212,49184;
9742,46610,47814;
9742,43622,52332;
9742,45992,42844;
9742,41306,57078;
9742,41056,46992;
9742,35184,57632;
9742,49000,37828;
9742,37816,39662;
9742,48912,38122;
9742,53320,48412;
9742,44782,37192;
9742,47746,49568;
9742,63030,58044;
9742,32108,43080;
9742,47328,39018;
9742,63108,53110;
9742,35764,44306;
9742,34404,51206;
9742,43748,47988;
9742,49826,44570;
9742,51794,44926;
9742,51148,42900;
9742,37106,46030;
9742,38354,40430;
9742,44072,46920;
9742,45196,52834;
9742,54464,43656;
9742,47408,47656;
9742,53048,41376;
9742,58966,42828;
9742,58462,29384;
9742,46216,36822;
9742,55904,42778;
9742,41546,46444;
9742,28668,34144;
9742,48692,49186;
9742,57394,43732;
9742,47148,44654;
9742,48594,40808;
9742,38272,45882;
9742,37716,59274;
9742,50412,54220;
9742,42750,50796;
9742,39084,42930;
9742,55816,52140;
9742,64398,48740;
9742,34804,41186;
9742,55110,44098;
9742,57450,51968;
9742,39130,39630;
9742,44080,35496;
9742,44258,44346;
9742,40372,38540;
9742,35142,35518;
9742,54062,40782;
9742,52888,49186;
9742,41776,38658;
9742,52646,48936;
9742,56198,43120;
9742,40358,60156;
9742,41308,42828;
9742,40592,44306;
9742,41594,53266;
9742,44358,59026;
9742,35124,48034;
9742,46298,56650;
9742,38358,42050;
9742,38184,39018;
9742,45316,54220;
9742,33478,20844;
9742,43900,13356;
9742,64146,14176;
9742,44058,15330;
9742,36990,19598;
9742,51418,19058;
9742,49016,16106;
9742,49144,14300;
9742,51638,12592;
9742,42436,19386;
9742,41766,19430;
9742,44868,14634;
9742,55430,10198;
9742,35230,17098;
9742,54482,17014;
9742,37582,17726;
9742,35974,15634;
9742,44836,15532;
9742,71806,16900;
9742,46820,12850;
9742,47520,14870;
9742,36704,11894;
9742,50770,19442;
9742,42498,16202;
9742,55832,16168;
9742,45326,18072;
9742,56462,17546;
9742,30442,15590;
9742,44168,17320;
9742,41882,17962;
9742,49610,9742;
9742,39954,12890;
9742,57152,13844;
9742,54416,17728;
9742,57596,17042;
9742,58402,13190;
9742,34688,16854;
9742,47454,18076;
9742,30774,14988;
9742,41482,20088;
9742,47322,15368;
9742,46702,23732;
9742,57490,15606;
9742,55168,22024;
9742,41806,17184;
9742,43942,17054;
9742,60288,14922;
9742,43826,13500;
9742,28374,17034;
9742,48036,15644;
9742,38612,17996;
9742,51554,15202;
9742,62800,16430;
9742,46184,18842;
9742,50082,15294;
9742,45612,17098;
9742,50180,26428;
9742,66550,15300;
9742,47952,18628;
9742,30548,14730;
9742,42364,17042;
9742,38382,14988;
9742,56812,18726;
9742,46786,12218;
9742,48022,19710;
9742,47888,24716;
9742,38172,10102;
9742,53528,18334;
9742,36832,20158;
9742,52748,18740;
9742,47864,17330;
9742,50638,14716;
9742,39962,21074;
9742,32190,10102;
9742,32272,15330;
9742,50274,16944;
9742,44884,14454;
9742,50632,18932;
9742,55296,18182;
9742,56690,23062;
9742,45608,14706;
9742,52752,18988;
9742,43366,11628;
9742,51162,10198;
9742,43356,13356;
9742,44640,17050;
9742,42096,18964;
9742,46110,16884;
9742,43168,11894;
9742,48042,14384;
9742,33666,20224;
9742,35358,18882;
9742,50922,20650;
9742,64180,17286;
9742,50538,13608;
9742,54632,20008;
9742,55356,16622;
9742,46896,14224;
9742,38700,14822;
9742,43518,15294;
9742,47570,10102;
9742,43012,15428;
9742,58044,18684;
9742,44806,14662;
9742,33862,15384;
9742,42576,17668;
9742,43032,16944;
9742,52908,14224;
9742,35296,14378;
9742,46842,19472;
9742,50130,21074;
9742,52990,13500;
9742,38354,20022;
9742,38212,19192;
9742,44810,12432;
9742,47902,14410;
9742,48304,18790;
9742,54078,17444;
9742,52684,12218;
9742,31980,11512;
9742,32734,11302;
9742,32574,18662;
9742,48776,19872;
9742,47758,15558;
9742,45670,20484;
9742,40986,20738;
9742,44716,16900;
9742,42606,16608;
9742,50832,15646;
9742,53788,14940;
9742,44430,19356;
9742,39464,13094;
9742,47586,18722;
9742,46162,18056;
9742,42852,12592;
9742,47790,18968;
9742,49076,17184;
9742,47340,21080;
9742,30142,19034;
9742,44966,18304;
9742,45256,12500;
9742,39692,19014;
9742,48872,18072;
9742,52582,19734;
9742,51118,18310;
9742,26620,18114;
9742,59534,22024;
9742,50750,11512;
9742,38372,20946;
9742,61482,16296;
9742,54496,12592;
9742,31484,13356;
9742,53902,16446;
9742,40736,17888;
9742,46112,18948;
9742,43178,18722;
9742,52826,27242;
9742,38444,22696;
9742,41184,14614;
9742,23258,14224;
9742,54650,15590;
9742,49440,18772;
9742,45028,20492;
9742,52076,18048;
9742,57738,17336;
9742,28520,15604;
9742,43148,20800;
9742,56470,10198;
9742,29944,15738;
9742,39890,13608;
9742,40826,16440;
9742,45170,18662;
9742,43866,14722;
9742,32802,12592;
9742,43864,18648;
9742,49940,20614;
9742,41732,16748;
9742,59862,17026;
9742,47784,11302;
9742,34946,14410;
9742,48514,19644;
9742,40418,24896;
9742,39052,17526;
9742,60346,23466;
9742,44448,18304;
9742,38878,15766;
9742,45058,17528;
9742,44822,14378;
9742,38492,14410;
9742,40826,14384;
9742,46228,14662;
9742,58422,16904;
9742,40520,18102;
9742,49450,15054;
9742,37802,11512;
9742,63230,13608;
9742,63608,19576;
9742,56956,19794;
9742,69936,14942;
9742,32972,19730;
9742,28812,12850;
9742,39544,21410;
9742,57054,18084;
9742,41050,14614;
9742,42486,17080;
9742,42024,24438;
9742,43798,17344;
9742,63468,13042;
9742,51388,16708;
9742,38472,17054;
9742,43878,14814;
9742,28600,15752;
9742,53832,17322;
9742,33700,18940;
9742,24970,13844;
9742,51256,17444;
9742,32162,16516;
9742,43260,17390;
9742,52064,17352;
9742,49278,18240;
9742,36834,15566;
9742,29450,14224;
9742,53348,19764;
9742,39826,17050;
9742,42482,18804;
9742,52120,16462;
9742,33566,17958;
9742,54594,14974;
9742,63960,17528;
9742,47444,14716;
9742,43834,18740;
9742,47398,19994;
9742,54594,14384;
9742,44712,21218;
9742,50654,16900;
9742,35494,17278;
9742,37568,10198;
9742,36214,15870;
9742,53054,12004;
9742,35816,17390;
9742,41160,14700;
9742,52032,15202;
9742,59786,18996;
9742,34592,14988;
9742,47374,18768;
9742,41412,18602;
9742,34980,18438;
9742,53366,17098;
9742,39396,18110;
9742,43710,16706;
9742,45284,14814;
9742,47762,19318;
9742,69106,13486;
9742,55478,14946;
9742,53000,10692;
9742,34730,20790;
9742,33322,19872;
9742,42434,23278;
9742,41254,13462;
9742,51526,16944;
9742,41288,12072;
9742,47730,15688;
9742,72908,17546;
9742,36796,17772;
9742,41770,13406;
9742,36852,16886;
9742,56990,20930;
9742,31584,16130;
9742,43490,12218;
9742,46128,18738;
9742,30766,15036;
9742,52758,20260;
9742,32338,18768;
9742,53940,17876;
9742,37664,20714;
9742,41954,17436;
9742,53280,19442;
9742,42026,18304;
9742,44570,13844;
9742,62626,16622;
9742,36340,23058;
9742,37614,17804;
9742,38992,14614;
9742,44542,17436;
9742,47244,17054;
9742,50956,12218;
9742,51566,18948;
9742,34996,21402;
9742,55672,10102;
9742,51578,14300;
9742,50544,17152;
9742,38298,12072;
9742,45008,18842;
9742,49458,14224;
9742,47772,17014;
9742,57078,13282;
9742,43834,11932;
9742,37264,13356;
9742,51470,15766;
9742,60286,11302;
